id	file	line	kind	tok	new
1401	R/unicity.R	167	numeric+1	1	2
1402	R/unicity.R	167	numeric+1	0	1
1403	R/unicity.R	168	function swap	min	max
1404	R/unicity.R	169	function swap	max	min
1405	R/unicity.R	41	bool flip	FALSE	TRUE
1406	R/unicity.R	46	bool flip	FALSE	TRUE
1407	R/unicity.R	62	bool flip	TRUE	FALSE
1408	R/unicity.R	109	bool flip	FALSE	TRUE
1409	R/unicity.R	113	bool flip	FALSE	TRUE
1410	R/unicity.R	116	bool flip	FALSE	TRUE
1411	R/unicity.R	121	bool flip	FALSE	TRUE
1412	R/unicity.R	129	bool flip	FALSE	TRUE
1413	R/unicity.R	132	bool flip	FALSE	TRUE
1414	R/unicity.R	143	bool flip	TRUE	FALSE
1415	R/unicity.R	151	bool flip	FALSE	TRUE
1416	R/unicity.R	170	bool flip	FALSE	TRUE
